scenario_id,source,map_id,map_name,floor,node_id,node_type,combat_index,route_tag,event_id,event_name,encounter_id,encounter_name,threat_rating,build_id,development_level,battles,player_wins,enemy_wins,draws,player_win_rate,player_score_rate,win_ci95_low,win_ci95_high,average_rounds,p90_rounds,round_limit_count,effect_limit_hits,exceptions,average_player_survivors,average_enemy_survivors,enemy_cleave_hits_per_battle,enemy_summon_attempts_per_battle,enemy_summon_successes_per_battle,enemy_shields_granted_per_battle,enemy_shield_blocks_per_battle,enemy_furnace_transfers_per_battle,enemy_flourish_gained_per_battle
Map:map_startrail_highlands:f2_early_spell:f2_early_spell_encounter:B01_SHIELD_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_early_spell,Normal,2,,,,f2_early_spell_encounter,坠光预演阵,2,B01_SHIELD,C2,100,44,12,44,0.44,0.66,0.34672,0.537719,2.06,2,0,0,0,0.81,0.13,1.49,0,0,0,2,0,0
Map:map_startrail_highlands:f2_early_spell:f2_early_spell_encounter:B02_BREAK_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_early_spell,Normal,2,,,,f2_early_spell_encounter,坠光预演阵,2,B02_BREAK,C2,100,20,49,31,0.2,0.355,0.133367,0.288829,1.72,2,0,0,0,0.21,0.62,1.63,0,0,0,2,0,0
Map:map_startrail_highlands:f2_early_spell:f2_early_spell_encounter:B03_SUMMON_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_early_spell,Normal,2,,,,f2_early_spell_encounter,坠光预演阵,2,B03_SUMMON,C2,100,39,32,29,0.39,0.535,0.300169,0.48797,1.41,2,0,0,0,0.58,0.36,1,0,0,0,2,0,0
Map:map_startrail_highlands:f2_early_spell:f2_early_spell_encounter:B04_DEATH_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_early_spell,Normal,2,,,,f2_early_spell_encounter,坠光预演阵,2,B04_DEATH,C2,100,21,49,30,0.21,0.36,0.141657,0.2998,1.82,2,0,0,0,0.23,0.72,2,0,0,0,2,0,0
Map:map_startrail_highlands:f2_early_spell:f2_early_spell_encounter:B05_SPELL_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_early_spell,Normal,2,,,,f2_early_spell_encounter,坠光预演阵,2,B05_SPELL,C2,100,34,23,43,0.34,0.555,0.254615,0.437223,1.92,2,0,0,0,0.45,0.25,1.33,0,0,0,2,0,0
Map:map_startrail_highlands:f2_early_spell:f2_early_spell_encounter:B06_REFRESH_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_early_spell,Normal,2,,,,f2_early_spell_encounter,坠光预演阵,2,B06_REFRESH,C2,100,27,47,26,0.27,0.4,0.192696,0.364321,1.92,2,0,0,0,0.5,0.63,1.3,0,0,0,2,0,0
Map:map_startrail_highlands:f2_normal:f2_normal_encounter:B01_SHIELD_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_normal,Normal,2,,,,f2_normal_encounter,秘页观测队,2,B01_SHIELD,C2,100,32,21,47,0.32,0.555,0.236691,0.416626,2.14,3,0,0,0,0.46,0.23,0,0,0,0,2,0,0
Map:map_startrail_highlands:f2_normal:f2_normal_encounter:B02_BREAK_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_normal,Normal,2,,,,f2_normal_encounter,秘页观测队,2,B02_BREAK,C2,100,61,0,39,0.61,0.805,0.51203,0.699831,2,2,0,0,0,0.77,0,0,0,0,0,2,0,0
Map:map_startrail_highlands:f2_normal:f2_normal_encounter:B03_SUMMON_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_normal,Normal,2,,,,f2_normal_encounter,秘页观测队,2,B03_SUMMON,C2,100,33,31,36,0.33,0.51,0.245631,0.426947,1.64,2,0,0,0,0.47,0.36,0,0,0,0,2,0,0
Map:map_startrail_highlands:f2_normal:f2_normal_encounter:B04_DEATH_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_normal,Normal,2,,,,f2_normal_encounter,秘页观测队,2,B04_DEATH,C2,100,46,29,25,0.46,0.585,0.365608,0.557351,2,2,0,0,0,0.52,0.29,0,0,0,0,2,0,0
Map:map_startrail_highlands:f2_normal:f2_normal_encounter:B05_SPELL_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_normal,Normal,2,,,,f2_normal_encounter,秘页观测队,2,B05_SPELL,C2,100,63,2,35,0.63,0.805,0.532205,0.718176,2.04,2,0,0,0,0.72,0.02,0,0,0,0,2,0,0
Map:map_startrail_highlands:f2_normal:f2_normal_encounter:B06_REFRESH_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_normal,Normal,2,,,,f2_normal_encounter,秘页观测队,2,B06_REFRESH,C2,100,47,0,53,0.47,0.735,0.375108,0.567111,2,2,0,0,0,0.47,0,0,0,0,0,2,0,0
Map:map_startrail_highlands:f2_mid_mechanic:f2_mid_mechanic_encounter:B01_SHIELD_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_mid_mechanic,Normal,3,,,,f2_mid_mechanic_encounter,星环折光阵,3,B01_SHIELD,C4,100,74,11,15,0.74,0.815,0.64629,0.815953,2.07,2,0,0,0,1.58,0.14,1.45,0,0,0,4,0,0
Map:map_startrail_highlands:f2_mid_mechanic:f2_mid_mechanic_encounter:B02_BREAK_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_mid_mechanic,Normal,3,,,,f2_mid_mechanic_encounter,星环折光阵,3,B02_BREAK,C4,100,57,22,21,0.57,0.675,0.472154,0.662667,2.01,2,0,0,0,0.84,0.29,1.3,0,0,0,4,0,0
Map:map_startrail_highlands:f2_mid_mechanic:f2_mid_mechanic_encounter:B03_SUMMON_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_mid_mechanic,Normal,3,,,,f2_mid_mechanic_encounter,星环折光阵,3,B03_SUMMON,C4,100,69,10,21,0.69,0.795,0.593739,0.772203,1.22,2,0,0,0,0.89,0.11,1.34,0,0,0,4,0,0
Map:map_startrail_highlands:f2_mid_mechanic:f2_mid_mechanic_encounter:B04_DEATH_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_mid_mechanic,Normal,3,,,,f2_mid_mechanic_encounter,星环折光阵,3,B04_DEATH,C4,100,79,5,16,0.79,0.87,0.7002,0.858343,2.05,2,0,0,0,1.08,0.05,2.09,0,0,0,4,0,0
Map:map_startrail_highlands:f2_mid_mechanic:f2_mid_mechanic_encounter:B05_SPELL_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_mid_mechanic,Normal,3,,,,f2_mid_mechanic_encounter,星环折光阵,3,B05_SPELL,C4,100,90,0,10,0.9,0.95,0.825634,0.944771,1.9,2,0,0,0,1.59,0,1.32,0,0,0,4,0,0
Map:map_startrail_highlands:f2_mid_mechanic:f2_mid_mechanic_encounter:B06_REFRESH_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_mid_mechanic,Normal,3,,,,f2_mid_mechanic_encounter,星环折光阵,3,B06_REFRESH,C4,100,98,0,2,0.98,0.99,0.929988,0.994498,1.99,2,0,0,0,2.01,0,1.3,0,0,0,4,0,0
Map:map_startrail_highlands:f2_route_normal:f2_route_normal_encounter:B01_SHIELD_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_route_normal,Normal,4,Adventure,,,f2_route_normal_encounter,命轨巡弋队,3,B01_SHIELD,C4,100,33,45,22,0.33,0.44,0.245631,0.426947,2.05,2,0,0,0,0.47,0.65,1.49,0,0,0,4,0,0
Map:map_startrail_highlands:f2_route_normal:f2_route_normal_encounter:B02_BREAK_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_route_normal,Normal,4,Adventure,,,f2_route_normal_encounter,命轨巡弋队,3,B02_BREAK,C4,100,26,61,13,0.26,0.325,0.184047,0.35371,2,2,0,0,0,0.35,0.96,1.3,0,0,0,4,0,0
Map:map_startrail_highlands:f2_route_normal:f2_route_normal_encounter:B03_SUMMON_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_route_normal,Normal,4,Adventure,,,f2_route_normal_encounter,命轨巡弋队,3,B03_SUMMON,C4,100,30,32,38,0.3,0.49,0.218949,0.395849,1.4,2,0,0,0,0.33,0.36,1.34,0,0,0,4,0,0
Map:map_startrail_highlands:f2_route_normal:f2_route_normal_encounter:B04_DEATH_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_route_normal,Normal,4,Adventure,,,f2_route_normal_encounter,命轨巡弋队,3,B04_DEATH,C4,100,50,20,30,0.5,0.65,0.403832,0.596168,2.03,2,0,0,0,0.57,0.22,2.14,0,0,0,4,0,0
Map:map_startrail_highlands:f2_route_normal:f2_route_normal_encounter:B05_SPELL_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_route_normal,Normal,4,Adventure,,,f2_route_normal_encounter,命轨巡弋队,3,B05_SPELL,C4,100,29,38,33,0.29,0.455,0.210148,0.385389,1.99,2,0,0,0,0.42,0.53,1.32,0,0,0,4,0,0
Map:map_startrail_highlands:f2_route_normal:f2_route_normal_encounter:B06_REFRESH_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_route_normal,Normal,4,Adventure,,,f2_route_normal_encounter,命轨巡弋队,3,B06_REFRESH,C4,100,38,33,29,0.38,0.525,0.290976,0.477902,2.04,2,0,0,0,0.55,0.46,1.4,0,0,0,4,0,0
Map:map_startrail_highlands:f2_elite:f2_c4_elite_encounter:B01_SHIELD_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_elite,Elite,4,Aggressive,,,f2_c4_elite_encounter,金色坠光议会,4,B01_SHIELD,C4,100,15,68,17,0.15,0.235,0.09306,0.232836,1.98,2,0,0,0,0.22,1.12,1.78,0,0,0,3,0,0
Map:map_startrail_highlands:f2_elite:f2_c4_elite_encounter:B02_BREAK_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_elite,Elite,4,Aggressive,,,f2_c4_elite_encounter,金色坠光议会,4,B02_BREAK,C4,100,16,64,20,0.16,0.26,0.100953,0.244203,1.8,2,0,0,0,0.22,0.97,1.62,0,0,0,3,0,0
Map:map_startrail_highlands:f2_elite:f2_c4_elite_encounter:B03_SUMMON_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_elite,Elite,4,Aggressive,,,f2_c4_elite_encounter,金色坠光议会,4,B03_SUMMON,C4,100,22,49,29,0.22,0.365,0.150013,0.310704,1.1,1,0,0,0,0.28,0.78,1.34,0,0,0,2.98,0,0
Map:map_startrail_highlands:f2_elite:f2_c4_elite_encounter:B04_DEATH_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_elite,Elite,4,Aggressive,,,f2_c4_elite_encounter,金色坠光议会,4,B04_DEATH,C4,100,1,90,9,0.01,0.055,0.001767,0.054486,1.9,2,0,0,0,0.01,1.58,2.01,0,0,0,3,0,0
Map:map_startrail_highlands:f2_elite:f2_c4_elite_encounter:B05_SPELL_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_elite,Elite,4,Aggressive,,,f2_c4_elite_encounter,金色坠光议会,4,B05_SPELL,C4,100,14,69,17,0.14,0.225,0.085263,0.221372,1.87,2,0,0,0,0.17,1.41,1.62,0,0,0,3,0,0
Map:map_startrail_highlands:f2_elite:f2_c4_elite_encounter:B06_REFRESH_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_elite,Elite,4,Aggressive,,,f2_c4_elite_encounter,金色坠光议会,4,B06_REFRESH,C4,100,21,47,32,0.21,0.37,0.141657,0.2998,1.98,2,0,0,0,0.24,0.58,1.7,0,0,0,3,0,0
Map:map_startrail_highlands:f2_route_safe:f2_route_safe_encounter:B01_SHIELD_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_route_safe,Normal,4,Conservative,,,f2_route_safe_encounter,月轮守望队,2,B01_SHIELD,C4,100,29,27,44,0.29,0.51,0.210148,0.385389,2.2,3,0,0,0,0.36,0.32,0,0,0,0,2,0,0
Map:map_startrail_highlands:f2_route_safe:f2_route_safe_encounter:B02_BREAK_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_route_safe,Normal,4,Conservative,,,f2_route_safe_encounter,月轮守望队,2,B02_BREAK,C4,100,63,4,33,0.63,0.795,0.532205,0.718176,2.01,2,0,0,0,0.65,0.04,0,0,0,0,2,0,0
Map:map_startrail_highlands:f2_route_safe:f2_route_safe_encounter:B03_SUMMON_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_route_safe,Normal,4,Conservative,,,f2_route_safe_encounter,月轮守望队,2,B03_SUMMON,C4,100,61,10,29,0.61,0.755,0.51203,0.699831,1.3,2,0,0,0,0.78,0.1,0,0,0,0,2,0,0
Map:map_startrail_highlands:f2_route_safe:f2_route_safe_encounter:B04_DEATH_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_route_safe,Normal,4,Conservative,,,f2_route_safe_encounter,月轮守望队,2,B04_DEATH,C4,100,59,9,32,0.59,0.75,0.492014,0.681327,2.08,2,0,0,0,0.7,0.11,0,0,0,0,2,0,0
Map:map_startrail_highlands:f2_route_safe:f2_route_safe_encounter:B05_SPELL_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_route_safe,Normal,4,Conservative,,,f2_route_safe_encounter,月轮守望队,2,B05_SPELL,C4,100,34,28,38,0.34,0.53,0.254615,0.437223,2.01,2,0,0,0,0.38,0.29,0,0,0,0,2,0,0
Map:map_startrail_highlands:f2_route_safe:f2_route_safe_encounter:B06_REFRESH_F2_C4,Map,map_startrail_highlands,星轨高原,2,f2_route_safe,Normal,4,Conservative,,,f2_route_safe_encounter,月轮守望队,2,B06_REFRESH,C4,100,71,0,29,0.71,0.855,0.614611,0.789852,2.03,2,0,0,0,0.88,0,0,0,0,0,2,0,0
Event:map_startrail_highlands:ravine_ambush_f2:f2_c4_event_ambush_encounter:B01_SHIELD_F2_C4,Event,map_startrail_highlands,星轨高原,2,ravine_ambush_f2,EventCombat,4,Event,ravine_ambush_f2,裂谷伏兵,f2_c4_event_ambush_encounter,折光伏星阵,4,B01_SHIELD,C4,100,49,18,33,0.49,0.655,0.39422,0.58652,2.12,3,0,0,0,0.66,0.21,0.63,0,0,0,2,0,0
Event:map_startrail_highlands:ravine_ambush_f2:f2_c4_event_ambush_encounter:B02_BREAK_F2_C4,Event,map_startrail_highlands,星轨高原,2,ravine_ambush_f2,EventCombat,4,Event,ravine_ambush_f2,裂谷伏兵,f2_c4_event_ambush_encounter,折光伏星阵,4,B02_BREAK,C4,100,57,15,28,0.57,0.71,0.472154,0.662667,1.96,2,0,0,0,0.75,0.19,0.77,0,0,0,2,0,0
Event:map_startrail_highlands:ravine_ambush_f2:f2_c4_event_ambush_encounter:B03_SUMMON_F2_C4,Event,map_startrail_highlands,星轨高原,2,ravine_ambush_f2,EventCombat,4,Event,ravine_ambush_f2,裂谷伏兵,f2_c4_event_ambush_encounter,折光伏星阵,4,B03_SUMMON,C4,100,29,23,48,0.29,0.53,0.210148,0.385389,1.18,2,0,0,0,0.35,0.25,0.69,0,0,0,2,0,0
Event:map_startrail_highlands:ravine_ambush_f2:f2_c4_event_ambush_encounter:B04_DEATH_F2_C4,Event,map_startrail_highlands,星轨高原,2,ravine_ambush_f2,EventCombat,4,Event,ravine_ambush_f2,裂谷伏兵,f2_c4_event_ambush_encounter,折光伏星阵,4,B04_DEATH,C4,100,77,5,18,0.77,0.86,0.678456,0.841567,2.02,2,0,0,0,1.06,0.05,0.41,0,0,0,2,0,0
Event:map_startrail_highlands:ravine_ambush_f2:f2_c4_event_ambush_encounter:B05_SPELL_F2_C4,Event,map_startrail_highlands,星轨高原,2,ravine_ambush_f2,EventCombat,4,Event,ravine_ambush_f2,裂谷伏兵,f2_c4_event_ambush_encounter,折光伏星阵,4,B05_SPELL,C4,100,42,12,46,0.42,0.65,0.327984,0.517935,1.96,2,0,0,0,0.53,0.14,0.35,0,0,0,2,0,0
Event:map_startrail_highlands:ravine_ambush_f2:f2_c4_event_ambush_encounter:B06_REFRESH_F2_C4,Event,map_startrail_highlands,星轨高原,2,ravine_ambush_f2,EventCombat,4,Event,ravine_ambush_f2,裂谷伏兵,f2_c4_event_ambush_encounter,折光伏星阵,4,B06_REFRESH,C4,100,45,15,40,0.45,0.65,0.356145,0.547554,2.04,2,0,0,0,0.47,0.15,0.75,0,0,0,2,0,0
Map:map_startrail_highlands:f2_late_break:f2_c5_break_encounter:B01_SHIELD_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_late_break,Normal,5,,,,f2_c5_break_encounter,月轮守护终检,4,B01_SHIELD,C5,100,99,0,1,0.99,0.995,0.945514,0.998233,2.07,2,0,0,0,1.75,0,0,0,0,0,4,0,0
Map:map_startrail_highlands:f2_late_break:f2_c5_break_encounter:B02_BREAK_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_late_break,Normal,5,,,,f2_c5_break_encounter,月轮守护终检,4,B02_BREAK,C5,100,64,8,28,0.64,0.78,0.542354,0.727288,2.03,2,0,0,0,0.82,0.08,0,0,0,0,4,0,0
Map:map_startrail_highlands:f2_late_break:f2_c5_break_encounter:B03_SUMMON_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_late_break,Normal,5,,,,f2_c5_break_encounter,月轮守护终检,4,B03_SUMMON,C5,100,97,0,3,0.97,0.985,0.915481,0.989745,1.58,2,0,0,0,1.57,0,0,0,0,0,4,0,0
Map:map_startrail_highlands:f2_late_break:f2_c5_break_encounter:B04_DEATH_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_late_break,Normal,5,,,,f2_c5_break_encounter,月轮守护终检,4,B04_DEATH,C5,100,100,0,0,1,1,0.963007,1,2.09,2,0,0,0,1.92,0,0,0,0,0,4,0,0
Map:map_startrail_highlands:f2_late_break:f2_c5_break_encounter:B05_SPELL_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_late_break,Normal,5,,,,f2_c5_break_encounter,月轮守护终检,4,B05_SPELL,C5,100,98,0,2,0.98,0.99,0.929988,0.994498,2.01,2,0,0,0,2.14,0,0,0,0,0,4,0,0
Map:map_startrail_highlands:f2_late_break:f2_c5_break_encounter:B06_REFRESH_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_late_break,Normal,5,,,,f2_c5_break_encounter,月轮守护终检,4,B06_REFRESH,C5,100,95,1,4,0.95,0.97,0.88825,0.978456,2.04,2,0,0,0,1.55,0.01,0,0,0,0,4,0,0
Map:map_startrail_highlands:f2_late_spell:f2_c5_spell_encounter:B01_SHIELD_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_late_spell,Normal,5,,,,f2_c5_spell_encounter,坠星爆发终检,4,B01_SHIELD,C5,100,65,9,26,0.65,0.78,0.552544,0.736358,1.98,2,0,0,0,0.84,0.1,2.06,0,0,0,2,0,0
Map:map_startrail_highlands:f2_late_spell:f2_c5_spell_encounter:B02_BREAK_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_late_spell,Normal,5,,,,f2_c5_spell_encounter,坠星爆发终检,4,B02_BREAK,C5,100,51,23,26,0.51,0.64,0.41348,0.60578,1.86,2,0,0,0,0.85,0.29,1.62,0,0,0,2,0,0
Map:map_startrail_highlands:f2_late_spell:f2_c5_spell_encounter:B03_SUMMON_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_late_spell,Normal,5,,,,f2_c5_spell_encounter,坠星爆发终检,4,B03_SUMMON,C5,100,81,6,13,0.81,0.875,0.722212,0.874852,1.3,2,0,0,0,1.13,0.06,0.91,0,0,0,2,0,0
Map:map_startrail_highlands:f2_late_spell:f2_c5_spell_encounter:B04_DEATH_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_late_spell,Normal,5,,,,f2_c5_spell_encounter,坠星爆发终检,4,B04_DEATH,C5,100,62,8,30,0.62,0.77,0.522098,0.709024,2,2,0,0,0,0.75,0.12,2.02,0,0,0,2,0,0
Map:map_startrail_highlands:f2_late_spell:f2_c5_spell_encounter:B05_SPELL_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_late_spell,Normal,5,,,,f2_c5_spell_encounter,坠星爆发终检,4,B05_SPELL,C5,100,74,11,15,0.74,0.815,0.64629,0.815953,1.74,2,0,0,0,1.53,0.13,1.34,0,0,0,2,0,0
Map:map_startrail_highlands:f2_late_spell:f2_c5_spell_encounter:B06_REFRESH_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_late_spell,Normal,5,,,,f2_c5_spell_encounter,坠星爆发终检,4,B06_REFRESH,C5,100,48,21,31,0.48,0.635,0.384646,0.576834,1.94,2,0,0,0,0.59,0.23,1.67,0,0,0,2,0,0
Map:map_startrail_highlands:f2_boss:f2_c6_boss_encounter:B01_SHIELD_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_boss,Boss,6,,,,f2_c6_boss_encounter,星轨大司辰,5,B01_SHIELD,C5,100,48,17,35,0.48,0.655,0.384646,0.576834,1.94,2,0,0,0,0.68,0.18,1.63,0,0,0,3,0,0
Map:map_startrail_highlands:f2_boss:f2_c6_boss_encounter:B02_BREAK_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_boss,Boss,6,,,,f2_c6_boss_encounter,星轨大司辰,5,B02_BREAK,C5,100,71,5,24,0.71,0.83,0.614611,0.789852,1.6,2,0,0,0,1.17,0.05,1.3,0,0,0,3,0,0
Map:map_startrail_highlands:f2_boss:f2_c6_boss_encounter:B03_SUMMON_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_boss,Boss,6,,,,f2_c6_boss_encounter,星轨大司辰,5,B03_SUMMON,C5,100,82,7,11,0.82,0.875,0.733326,0.882998,1.09,1,0,0,0,1.28,0.07,0.51,0,0,0,3,0,0
Map:map_startrail_highlands:f2_boss:f2_c6_boss_encounter:B04_DEATH_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_boss,Boss,6,,,,f2_c6_boss_encounter,星轨大司辰,5,B04_DEATH,C5,100,50,14,36,0.5,0.68,0.403832,0.596168,1.97,2,0,0,0,0.75,0.15,1.6,0,0,0,3,0,0
Map:map_startrail_highlands:f2_boss:f2_c6_boss_encounter:B05_SPELL_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_boss,Boss,6,,,,f2_c6_boss_encounter,星轨大司辰,5,B05_SPELL,C5,100,63,13,24,0.63,0.75,0.532205,0.718176,1.62,2,0,0,0,0.96,0.14,1.3,0,0,0,3,0,0
Map:map_startrail_highlands:f2_boss:f2_c6_boss_encounter:B06_REFRESH_F2_C5,Map,map_startrail_highlands,星轨高原,2,f2_boss,Boss,6,,,,f2_c6_boss_encounter,星轨大司辰,5,B06_REFRESH,C5,100,92,0,8,0.92,0.96,0.850019,0.958907,1.56,2,0,0,0,1.57,0,1.3,0,0,0,3,0,0
Map:map_soulforge_city:f3_opening_normal:f3_opening_encounter:B01_SHIELD_F3_C2,Map,map_soulforge_city,铸魂熔城,3,f3_opening_normal,Normal,1,,,,f3_opening_encounter,熔城门卫,3,B01_SHIELD,C2,100,93,2,5,0.93,0.955,0.862505,0.965681,2.06,2,0,0,0,1.77,0.02,0,0,0,0.44,2.43,0,0
Map:map_soulforge_city:f3_opening_normal:f3_opening_encounter:B02_BREAK_F3_C2,Map,map_soulforge_city,铸魂熔城,3,f3_opening_normal,Normal,1,,,,f3_opening_encounter,熔城门卫,3,B02_BREAK,C2,100,100,0,0,1,1,0.963007,1,1.48,2,0,0,0,2.72,0,0,0,0,0.02,2.02,0,0
Map:map_soulforge_city:f3_opening_normal:f3_opening_encounter:B03_SUMMON_F3_C2,Map,map_soulforge_city,铸魂熔城,3,f3_opening_normal,Normal,1,,,,f3_opening_encounter,熔城门卫,3,B03_SUMMON,C2,100,92,0,8,0.92,0.96,0.850019,0.958907,1.16,2,0,0,0,1.94,0,0,0,0,0.78,2.78,0,0
Map:map_soulforge_city:f3_opening_normal:f3_opening_encounter:B04_DEATH_F3_C2,Map,map_soulforge_city,铸魂熔城,3,f3_opening_normal,Normal,1,,,,f3_opening_encounter,熔城门卫,3,B04_DEATH,C2,100,100,0,0,1,1,0.963007,1,2,2,0,0,0,1.55,0,0,0,0,1,3,0,0
Map:map_soulforge_city:f3_opening_normal:f3_opening_encounter:B05_SPELL_F3_C2,Map,map_soulforge_city,铸魂熔城,3,f3_opening_normal,Normal,1,,,,f3_opening_encounter,熔城门卫,3,B05_SPELL,C2,100,100,0,0,1,1,0.963007,1,1.21,2,0,0,0,2.44,0,0,0,0,0.2,2.2,0,0
Map:map_soulforge_city:f3_opening_normal:f3_opening_encounter:B06_REFRESH_F3_C2,Map,map_soulforge_city,铸魂熔城,3,f3_opening_normal,Normal,1,,,,f3_opening_encounter,熔城门卫,3,B06_REFRESH,C2,100,100,0,0,1,1,0.963007,1,1.03,1,0,0,0,2.98,0,0,0,0,0,2,0,0
Map:map_soulforge_city:f3_early_summon:f3_early_summon_encounter:B01_SHIELD_F3_C2,Map,map_soulforge_city,铸魂熔城,3,f3_early_summon,Normal,2,,,,f3_early_summon_encounter,熔甲反击阵,4,B01_SHIELD,C2,100,52,23,25,0.52,0.645,0.423166,0.615354,2.16,3,0,0,0,0.8,0.25,0,0,0,0.61,1.55,0,0
Map:map_soulforge_city:f3_early_summon:f3_early_summon_encounter:B02_BREAK_F3_C2,Map,map_soulforge_city,铸魂熔城,3,f3_early_summon,Normal,2,,,,f3_early_summon_encounter,熔甲反击阵,4,B02_BREAK,C2,100,41,32,27,0.41,0.545,0.318673,0.507986,2.02,2,0,0,0,0.53,0.32,0,0,0,0.14,1.08,0,0
Map:map_soulforge_city:f3_early_summon:f3_early_summon_encounter:B03_SUMMON_F3_C2,Map,map_soulforge_city,铸魂熔城,3,f3_early_summon,Normal,2,,,,f3_early_summon_encounter,熔甲反击阵,4,B03_SUMMON,C2,100,22,22,56,0.22,0.5,0.150013,0.310704,1.23,2,0,0,0,0.22,0.25,0,0,0,0.72,1.72,0,0
Map:map_soulforge_city:f3_early_summon:f3_early_summon_encounter:B04_DEATH_F3_C2,Map,map_soulforge_city,铸魂熔城,3,f3_early_summon,Normal,2,,,,f3_early_summon_encounter,熔甲反击阵,4,B04_DEATH,C2,100,74,6,20,0.74,0.84,0.64629,0.815953,1.89,2,0,0,0,0.85,0.06,0,0,0,1.04,2.04,0,0
Map:map_soulforge_city:f3_early_summon:f3_early_summon_encounter:B05_SPELL_F3_C2,Map,map_soulforge_city,铸魂熔城,3,f3_early_summon,Normal,2,,,,f3_early_summon_encounter,熔甲反击阵,4,B05_SPELL,C2,100,57,19,24,0.57,0.69,0.472154,0.662667,1.92,2,0,0,0,0.82,0.22,0,0,0,0.31,1.29,0,0
Map:map_soulforge_city:f3_early_summon:f3_early_summon_encounter:B06_REFRESH_F3_C2,Map,map_soulforge_city,铸魂熔城,3,f3_early_summon,Normal,2,,,,f3_early_summon_encounter,熔甲反击阵,4,B06_REFRESH,C2,100,33,23,44,0.33,0.55,0.245631,0.426947,2.02,2,0,0,0,0.33,0.24,0,0,0,0.11,1.08,0,0
Map:map_soulforge_city:f3_normal:f3_normal_encounter:B01_SHIELD_F3_C2,Map,map_soulforge_city,铸魂熔城,3,f3_normal,Normal,2,,,,f3_normal_encounter,千环炉墙,4,B01_SHIELD,C2,100,44,37,19,0.44,0.535,0.34672,0.537719,1.99,2,0,0,0,0.68,0.52,0,0,0,4.02,3.96,1.71,0
Map:map_soulforge_city:f3_normal:f3_normal_encounter:B02_BREAK_F3_C2,Map,map_soulforge_city,铸魂熔城,3,f3_normal,Normal,2,,,,f3_normal_encounter,千环炉墙,4,B02_BREAK,C2,100,43,27,30,0.43,0.58,0.337333,0.527846,1.97,2,0,0,0,0.51,0.33,0,0,0,3.99,3.97,1.68,0
